endTime,artistName,trackName,msPlayed,user_id
2023-12-21 20:34:00,boygenius,Souvenir,212467,sammi
2023-12-21 20:34:00,Holly Humberstone,Deep End,1010,sammi
2023-12-21 20:38:00,boygenius,Me & My Dog,206465,sammi
2023-12-21 20:38:00,Julien Baker,Bloodshot,1914,sammi
2023-12-21 20:38:00,boygenius,Stay Down,1980,sammi
2023-12-21 20:43:00,Noah Kahan,Come Over,184150,sammi
2023-12-21 20:46:00,Noah Kahan,Come Over,197755,sammi
2023-12-21 20:49:00,Trousdale,Bad Blood,165764,sammi
2023-12-21 20:55:00,Noah Kahan,She Calls Me Back,243815,sammi
2023-12-21 21:01:00,Hozier,Francesca,59004,sammi
2023-12-21 21:04:00,Phoebe Bridgers,Graceland Too,236350,sammi
2023-12-21 21:08:00,boygenius,Without You Without Them,81733,sammi
2023-12-21 21:09:00,Briston Maroney,Body,84806,sammi
2023-12-21 21:14:00,Leith Ross,Orlando,275687,sammi
2023-12-21 21:17:00,Noah Kahan,No Complaints,205432,sammi
2023-12-21 21:22:00,boygenius,Salt In The Wound,251469,sammi
2023-12-21 21:25:00,boygenius,Afraid of Heights,161408,sammi
2023-12-21 21:41:00,Noah Kahan,If We Were Vampires (feat. Wesley Schultz) - Spotify Singles,217873,sammi
2023-12-21 21:46:00,boygenius,Satanist,290360,sammi
2023-12-21 21:50:00,Noah Kahan,"Your Needs, My Needs",207880,sammi
2023-12-21 21:54:00,Lizzy McAlpine,erase me,214468,sammi
2023-12-21 21:58:00,Better Oblivion Community Center,Didn't Know What I Was In For,243226,sammi
2023-12-21 22:03:00,Manchester Orchestra,The Gold - Phoebe Bridgers Version,233226,sammi
2023-12-21 22:16:00,Caamp,No Sleep,232407,sammi
2023-12-21 22:19:00,Phoebe Bridgers,Kyoto,1650,sammi
2023-12-21 22:23:00,boygenius,We're In Love,12766,sammi
2023-12-21 22:23:00,Rayland Baxter,"Let It All Go, Man",1630,sammi
2023-12-21 22:23:00,Briston Maroney,Sunshine,3590,sammi
2023-12-21 22:23:00,Taylor Swift,Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),258813,sammi
2023-12-21 22:27:00,Phoebe Bridgers,ICU,190093,sammi
2023-12-21 22:27:00,Sophie Holohan,Fault Line,6116,sammi
2023-12-21 22:31:00,Couch,Alright,250105,sammi
2023-12-21 22:33:00,Sabrina Carpenter,emails i can’t send,104408,sammi
2023-12-21 22:38:00,Olivia Barton,Good Sign,322874,sammi
2023-12-21 22:42:00,Couch,Let Me Hold You,223716,sammi
2023-12-21 22:42:00,Couch,(I Wanted) Summer With You,20744,sammi
2023-12-21 22:42:00,Noah Kahan,She Calls Me Back (with Kacey Musgraves),1810,sammi
2023-12-21 22:46:00,boygenius,Powers,8430,sammi
2023-12-21 22:46:00,Rachael Jenkins,untitled,225640,sammi
2023-12-21 22:51:00,Trousdale,Out Of My Mind,281640,sammi
2023-12-21 22:56:00,Noah Kahan,If We Were Vampires (feat. Wesley Schultz) - Spotify Singles,4798,sammi
2023-12-21 22:56:00,Gracie Abrams,The blue,300211,sammi
2023-12-21 22:58:00,boygenius,Black Hole,141390,sammi
2023-12-21 22:59:00,Noah Kahan,Call Your Mom (with Lizzy McAlpine),8609,sammi
2023-12-21 23:03:00,Trousdale,Placebo,189729,sammi
2023-12-21 23:04:00,Leith Ross,Guts,5910,sammi
2023-12-21 23:04:00,Taylor Swift,Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),2900,sammi
2023-12-21 23:06:00,boygenius,Voyager,168263,sammi
2023-12-21 23:11:00,Leith Ross,Music Box,265772,sammi
2023-12-21 23:16:00,Olivia Barton,Fun,276387,sammi
2023-12-21 23:23:00,Phoebe Bridgers,That Funny Feeling,400565,sammi
2023-12-21 23:23:00,Gracie Abrams,The blue,6580,sammi
2023-12-21 23:27:00,Phoebe Bridgers,So Much Wine,243600,sammi
2023-12-21 23:31:00,Leith Ross,To Me,237328,sammi
2023-12-21 23:35:00,Leith Ross,Too Much Time In My House Alone,244952,sammi
2023-12-21 23:42:00,Lizzy McAlpine,A Little Bit of Everything - Spotify Singles,317106,sammi
2023-12-21 23:48:00,Phoebe Bridgers,Day After Tomorrow,365141,sammi
2023-12-22 00:07:00,boygenius,The Parting Glass,49190,sammi
2023-12-22 00:12:00,Gracie Abrams,I know it won't work,245629,sammi
2023-12-22 00:12:00,boygenius,"Ketchum, ID",1930,sammi
2023-12-22 00:14:00,girl in red,October Passed Me By,165746,sammi
2023-12-22 00:18:00,Gracie Abrams,This is what the drugs are for,245610,sammi
2023-12-22 00:22:00,Taylor Swift,seven,208906,sammi
2023-12-22 00:28:00,Noah Kahan,Call Your Mom (with Lizzy McAlpine),339795,sammi
2023-12-22 00:30:00,Leith Ross,We'll Never Have Sex,100716,sammi
2023-12-22 00:35:00,boygenius,We're In Love,294626,sammi
2023-12-22 00:38:00,Olivia Rodrigo,making the bed,1200,sammi
2023-12-22 00:38:00,Lucy Dacus,Christine,1410,sammi
2023-12-22 00:38:00,Taylor Swift,Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),136048,sammi
2023-12-22 00:40:00,Noah Cyrus,July,156106,sammi
2023-12-22 00:43:00,Chappell Roan,Casual,5614,sammi
2023-12-22 00:43:00,boygenius,Afraid of Heights,161408,sammi
2023-12-22 00:48:00,Phoebe Bridgers,Savior Complex,241640,sammi
2023-12-22 00:48:00,Tommy Lefroy,Flight Risk,4850,sammi
2023-12-22 00:48:00,Phoebe Bridgers,That Funny Feeling,13000,sammi
2023-12-22 00:51:00,Olivia Barton,I Love You Just For Trying,183782,sammi
2023-12-22 00:52:00,Taylor Swift,The Last Time (feat. Gary Lightbody of Snow Patrol) (Taylor’s Version),69807,sammi
2023-12-22 00:55:00,Lizzy McAlpine,To the Mountains,193800,sammi
2023-12-22 01:01:00,Olivia Barton,White Knuckling,315260,sammi
2023-12-22 01:02:00,Phoebe Bridgers,ICU,1000,sammi
2023-12-22 01:02:00,Taylor Swift,New Year’s Day,0,sammi
2023-12-22 01:02:00,Gracie Abrams,Where do we go now?,190,sammi
2023-12-22 01:02:00,Gracie Abrams,Where do we go now?,2200,sammi
2023-12-22 01:02:00,Lizzy McAlpine,A Little Bit of Everything - Spotify Singles,14669,sammi
2023-12-22 01:02:00,Gracie Abrams,Fault line,5250,sammi
2023-12-22 01:06:00,Taylor Swift,New Year’s Day,235466,sammi
2023-12-22 01:10:00,Phoebe Bridgers,Graceland Too,7893,sammi
2023-12-22 01:10:00,boygenius,The Parting Glass,251000,sammi
2023-12-22 01:13:00,Phoebe Bridgers,Demi Moore,198532,sammi
2023-12-22 01:17:00,Leith Ross,To Me,18693,sammi
2023-12-22 01:17:00,Reneé Rapp,Snow Angel,215464,sammi
2023-12-22 01:20:00,Reneé Rapp,I Hate Boston,174316,sammi
2023-12-22 01:21:00,Reneé Rapp,Willow,65683,sammi
2023-12-22 19:48:00,Reneé Rapp,Willow,1002,sammi
2023-12-22 19:48:00,The Chicks,The Long Way Around,273466,sammi
2023-12-24 16:45:00,Reneé Rapp,Willow,94517,sammi
2023-12-24 16:48:00,Phoebe Bridgers,Garden Song,219681,sammi
2023-12-24 16:53:00,Noah Kahan,New Perspective,256871,sammi
