end_time_local,album_artist_name,ms_played_minutes
2024-05,cupcakKe,0.05843333333333333
2024-05,System Of A Down,0.0583
2024-05,Broken Iris,0.0559
2024-05,Charlie Puth,0.05581666666666667
2024-05,Last Note.,0.05296666666666667
2024-05,Makir,0.052616666666666666
2024-05,Queen,0.050133333333333335
2024-05,Betty Buckley,0.04565
2024-05,noripy,0.0455
2024-05,Estelle,0.0448
2024-05,Storyteller (GAiA x cosMo@Bousou P),0.0448
2024-05,Aqua,0.04443333333333333
2024-05,The Offspring,0.04371666666666667
2024-05,Luck Ganriki,0.0416
2024-05,Tommy Richman,0.04016666666666667
2024-05,ヤスオ,0.04016666666666667
2024-05,Hachioji P,0.03875
2024-05,ЯeaL,0.03838333333333333
2024-05,Keane,0.038033333333333336
2024-05,Shiritsu Ebisu Chugaku,0.037333333333333336
2024-05,project G.E. サウンドチーム,0.037333333333333336
2024-05,OSTER project,0.036616666666666665
2024-05,Conan Gray,0.03626666666666667
2024-05,Katy Perry,0.034833333333333334
2024-05,alt-J,0.03448333333333333
2024-05,Og Swaggerdick,0.03395
2024-05,Olly Murs,0.033666666666666664
2024-05,Lizzo,0.03305
2024-05,Tom Tom Club,0.03211666666666667
2024-05,Bakermat,0.030566666666666666
2024-05,平田志穂子,0.030216666666666666
2024-05,Daniel Caesar,0.030133333333333335
2024-05,Blue Öyster Cult,0.02985
2024-05,Israel Kamakawiwo'ole,0.02985
2024-05,Nick Cave & The Bad Seeds,0.029766666666666667
2024-05,Sex Bob-Omb,0.029416666666666667
2024-05,KISS,0.029166666666666667
2024-05,Arcade Player,0.02825
2024-05,Nirvana,0.027549999999999998
2024-05,Gen Hoshino,0.027466666666666667
2024-05,Olivia Rodrigo,0.027366666666666668
2024-05,Eve,0.027083333333333334
2024-05,Lord Huron,0.027016666666666668
2024-05,PolyphonicBranch,0.027016666666666668
2024-05,tokuP,0.027016666666666668
2024-05,Kali Uchis,0.026033333333333332
2024-05,Boney M.,0.025916666666666668
2024-05,The Beatles,0.0256
2024-05,Red Hot Chili Peppers,0.02515
2024-05,Alok,0.024883333333333334
2024-05,The Score,0.024883333333333334
2024-05,Justin Bieber,0.024766666666666666
2024-05,a-ha,0.024766666666666666
2024-05,E.L.V.N,0.024516666666666666
2024-05,Dolly Parton,0.023983333333333332
2024-05,BICEP,0.023616666666666668
2024-05,Frankie Cosmos,0.0236
2024-05,Gnarls Barkley,0.0236
2024-05,Marvin Gaye,0.0236
2024-05,The Police,0.0236
2024-05,Weezer,0.0236
2024-05,George Ezra,0.023183333333333334
2024-05,"Earth, Wind & Fire",0.0231
2024-05,John Legend,0.0231
2024-05,Macklemore,0.02275
2024-05,Ween,0.02275
2024-05,Andra Day,0.022433333333333333
2024-05,Natasha Bedingfield,0.022433333333333333
2024-05,Prince,0.022433333333333333
2024-05,The Mamas & The Papas,0.0224
2024-05,Kendrick Lamar,0.022383333333333335
2024-05,Ramones,0.022216666666666666
2024-05,Chouchou-P,0.022033333333333332
2024-05,Men At Work,0.021666666666666667
2024-05,George Michael,0.021283333333333335
2024-05,Blue Swede,0.020966666666666668
2024-05,Guns N' Roses,0.020966666666666668
2024-05,Dasha,0.0205
2024-05,Green Day,0.020316666666666667
2024-05,Basement Jaxx,0.020266666666666665
